lambda,offset,r,oos
1e-05,189,0.02,-0.004915238477594666
1e-05,189,0.03,-0.005087907572714283
1e-05,189,0.04,-0.005247960356266279
1e-05,189,0.05,-0.005406125546410429
1e-05,189,0.060000000000000005,-0.005587053955992766
1e-05,189,0.06999999999999999,-0.0058333508207237
1e-05,189,0.08,-0.006099636625530917
1e-05,189,0.09,-0.006311703599855979
1e-05,189,0.09999999999999999,-0.00651334131844348
1e-05,189,0.11,-0.0067086578280025596
1e-05,189,0.12,-0.006902229516655856
1e-05,189,0.13,-0.007103188394066515
1e-05,189,0.14,-0.00730139306308001
1e-05,190,0.01,0.004314157708158352
1e-05,190,0.02,0.004227118282101858
1e-05,190,0.03,0.004113552886661847
1e-05,190,0.04,0.00397113315681452
1e-05,190,0.05,0.003983009368261646
1e-05,190,0.060000000000000005,0.004051495732015929
1e-05,190,0.06999999999999999,0.00412087906249645
1e-05,190,0.08,0.00436519413539581
1e-05,190,0.09,0.004363432764995268
1e-05,190,0.09999999999999999,0.004243564608815049
1e-05,190,0.11,0.00416910808931394
1e-05,190,0.12,0.004208565394709887
1e-05,190,0.13,0.0040467126946969615
1e-05,190,0.14,0.0039435574518152956
1e-05,191,0.01,0.006892854848202844
1e-05,191,0.02,0.006730031939767259
1e-05,191,0.03,0.006577182056617679
1e-05,191,0.04,0.006409549398203886
1e-05,191,0.05,0.006263428641975276
1e-05,191,0.060000000000000005,0.0061357558869432095
1e-05,191,0.06999999999999999,0.006022878902726328
1e-05,191,0.08,0.005951897084501602
1e-05,191,0.09,0.005898479196127038
1e-05,191,0.09999999999999999,0.005925566928994646
1e-05,191,0.11,0.005959422514205384
1e-05,191,0.12,0.006066266849339871
1e-05,191,0.13,0.006097665485791368
1e-05,191,0.14,0.0061056833933608124
1e-05,192,0.01,0.0005732027516564347
1e-05,192,0.02,0.0005425379490996981
1e-05,192,0.03,0.0004371876455343784
1e-05,192,0.04,0.00024384146997154552
1e-05,192,0.05,6.106680319082159e-05
1e-05,192,0.060000000000000005,-0.00013182111902727486
1e-05,192,0.06999999999999999,-0.00032149095230382603
1e-05,192,0.08,-0.0005123093535347273
1e-05,192,0.09,-0.0007451162653345231
1e-05,192,0.09999999999999999,-0.0010119547538728548
1e-05,192,0.11,-0.0012672415925236592
1e-05,192,0.12,-0.0015158754757333794
1e-05,192,0.13,-0.001788718043376695
1e-05,192,0.14,-0.002120956815311554
1e-05,193,0.01,0.0005732027516564347
1e-05,193,0.02,0.0005425379490996981
1e-05,193,0.03,0.0004371876455343784
1e-05,193,0.04,0.00024384146997154552
1e-05,193,0.05,6.106680319082159e-05
1e-05,193,0.060000000000000005,-0.00013182111902727486
1e-05,193,0.06999999999999999,-0.00032149095230382603
1e-05,193,0.08,-0.0005123093535347273
1e-05,193,0.09,-0.0007451162653345231
1e-05,193,0.09999999999999999,-0.0010119547538728548
1e-05,193,0.11,-0.0012672415925236592
1e-05,193,0.12,-0.0015186026412633
1e-05,193,0.13,-0.0017895442765399352
1e-05,193,0.14,-0.0021187846781053543
1e-05,194,0.01,0.0005732027516564347
1e-05,194,0.02,0.0005425379490996981
1e-05,194,0.03,0.00043779686529090784
1e-05,194,0.04,0.00024384146997154552
1e-05,194,0.05,6.106680319082159e-05
1e-05,194,0.060000000000000005,-0.00013182111902727486
1e-05,194,0.06999999999999999,-0.00032149095230382603
1e-05,194,0.08,-0.0005123093535347273
1e-05,194,0.09,-0.0007451162653345231
1e-05,194,0.09999999999999999,-0.0010119547538728548
1e-05,194,0.11,-0.0012672415925236592
1e-05,194,0.12,-0.0015186026412633
1e-05,194,0.13,-0.0017895442765399352
1e-05,194,0.14,-0.002120956815311554
1e-05,195,0.01,0.008849826801265788
1e-05,195,0.02,0.00918520042124633
1e-05,195,0.03,0.009576532575445955
1e-05,195,0.04,0.00996894989399047
1e-05,195,0.05,0.010388928364993196
1e-05,195,0.060000000000000005,0.010802785900824922
1e-05,195,0.06999999999999999,0.011212382424546037
1e-05,195,0.08,0.01158731628395247
1e-05,195,0.09,0.011947235170773283
1e-05,195,0.09999999999999999,0.012319146280775045
1e-05,195,0.11,0.012721159487211444
1e-05,195,0.12,0.013110279840562254
1e-05,195,0.13,0.013483862128857148
1e-05,195,0.14,0.013895879205078909
1e-05,196,0.01,-0.00700258283716575
1e-05,196,0.02,-0.006975467132571989
1e-05,196,0.03,-0.006940211696183234
1e-05,196,0.04,-0.006816465136326655
1e-05,196,0.05,-0.006683540514266017
1e-05,196,0.060000000000000005,-0.0065640156069612186
1e-05,196,0.06999999999999999,-0.0064374494711724175
1e-05,196,0.08,-0.006319575135232209
1e-05,196,0.09,-0.006179591999983663
1e-05,196,0.09999999999999999,-0.006057643128037197
1e-05,196,0.11,-0.0059929613096529905
1e-05,196,0.12,-0.005936554304468913
1e-05,196,0.13,-0.005856786000635717
1e-05,196,0.14,-0.005738094022945727
1e-05,197,0.01,-0.003130019982424046
1e-05,197,0.02,-0.00298680624394605
1e-05,197,0.03,-0.002843048208534479
1e-05,197,0.04,-0.0028413376357696737
1e-05,197,0.05,-0.0028399578959384386
1e-05,197,0.060000000000000005,-0.0028658300214643544
1e-05,197,0.06999999999999999,-0.0029078890992368716
1e-05,197,0.08,-0.002915407713341066
1e-05,197,0.09,-0.0030386686567631634
1e-05,197,0.09999999999999999,-0.0032291532772561423
1e-05,197,0.11,-0.0033460345467167724
1e-05,197,0.12,-0.003479742141484235
1e-05,197,0.13,-0.003662031924747971
1e-05,197,0.14,-0.0038478228481410573
1e-05,198,0.01,0.010999524706926988
1e-05,198,0.02,0.011116209749905025
1e-05,198,0.03,0.011145173441420353
1e-05,198,0.04,0.011176030174000436
1e-05,198,0.05,0.011216675815304495
1e-05,198,0.060000000000000005,0.01126376266776499
1e-05,198,0.06999999999999999,0.011292717675784884
1e-05,198,0.08,0.011312681461989294
1e-05,198,0.09,0.011316269094992946
1e-05,198,0.09999999999999999,0.011338927351656982
1e-05,198,0.11,0.011335079804657897
1e-05,198,0.12,0.01139139360767142
1e-05,198,0.13,0.011476700155174456
1e-05,198,0.14,0.011554561035689352
1e-05,199,0.01,0.0027815299980138396
1e-05,199,0.02,0.0029446034285379656
1e-05,199,0.03,0.0030949576882882304
1e-05,199,0.04,0.00320840447416413
1e-05,199,0.05,0.0033012277733259964
1e-05,199,0.060000000000000005,0.003363198156016896
1e-05,199,0.06999999999999999,0.0034173305146818983
1e-05,199,0.08,0.0035116562903751486
1e-05,199,0.09,0.0036056458498447573
1e-05,199,0.09999999999999999,0.003712964300721019
1e-05,199,0.11,0.0038489757851195247
1e-05,199,0.12,0.0039870674412128965
1e-05,199,0.13,0.004141528584051268
1e-05,199,0.14,0.004317809011284587
0.0001,1,0.01,0.0008639233614851084
0.0001,1,0.02,0.0005072037935408571
0.0001,1,0.03,0.00011610523119638249
0.0001,1,0.04,-0.00022787808355707087
0.0001,1,0.05,-0.0004757823999388399
0.0001,1,0.060000000000000005,-0.0007179192581409866
0.0001,1,0.06999999999999999,-0.0009535966007063966
0.0001,1,0.08,-0.0009233735064560183
0.0001,1,0.09,-0.0008437353027742964
0.0001,1,0.09999999999999999,-0.000783421481333732
0.0001,1,0.11,-0.0007604711939501457
0.0001,1,0.12,-0.0007786318333907968
0.0001,1,0.13,-0.0007802190675641065
0.0001,1,0.14,-0.0007638838679545363
0.0001,2,0.01,0.0017419594903220357
0.0001,2,0.02,0.0018883783892323833
0.0001,2,0.03,0.002059516592879044
0.0001,2,0.04,0.002142172541736379
0.0001,2,0.05,0.002215099897071267
0.0001,2,0.060000000000000005,0.002283492556775724
0.0001,2,0.06999999999999999,0.002381093933708778
0.0001,2,0.08,0.002458429046598186
0.0001,2,0.09,0.0025462075399605745
0.0001,2,0.09999999999999999,0.0026630302183223474
0.0001,2,0.11,0.0027773075343878097
0.0001,2,0.12,0.0028791783082541007
0.0001,2,0.13,0.002958414841451137
0.0001,2,0.14,0.00302802302341683
0.0001,3,0.01,0.0016929193728094367
0.0001,3,0.02,0.0018470808852090895
0.0001,3,0.03,0.0020337358825608266
0.0001,3,0.04,0.002132127983194266
0.0001,3,0.05,0.002210092579544127
0.0001,3,0.060000000000000005,0.0022825372857890472
0.0001,3,0.06999999999999999,0.0023840877471448074
0.0001,3,0.08,0.0024676152195948335
0.0001,3,0.09,0.002557099323781675
0.0001,3,0.09999999999999999,0.0026798006319534865
0.0001,3,0.11,0.002799332816937342
0.0001,3,0.12,0.0029072439290941158
0.0001,3,0.13,0.003000308575486209
0.0001,3,0.14,0.0030831971831747776
0.0001,4,0.01,0.0016929193728094367
0.0001,4,0.02,0.0018470808852090895
0.0001,4,0.03,0.0020337358825608266
0.0001,4,0.04,0.002132127983194266
0.0001,4,0.05,0.002210092579544127
0.0001,4,0.060000000000000005,0.0022825372857890472
0.0001,4,0.06999999999999999,0.0023840877471448074
0.0001,4,0.08,0.0024676152195948335
0.0001,4,0.09,0.002557099323781675
0.0001,4,0.09999999999999999,0.0026798006319534865
0.0001,4,0.11,0.002799332816937342
0.0001,4,0.12,0.0029072439290941158
0.0001,4,0.13,0.003000308575486209
0.0001,4,0.14,0.0030831971831747776
0.0001,5,0.01,0.0016929193728094367
0.0001,5,0.02,0.0018470808852090895
0.0001,5,0.03,0.002033554811610275
0.0001,5,0.04,0.002132127983194266
0.0001,5,0.05,0.002210092579544127
0.0001,5,0.060000000000000005,0.0022825372857890472
0.0001,5,0.06999999999999999,0.0023840877471448074
0.0001,5,0.08,0.0024676152195948335
0.0001,5,0.09,0.002557099323781675
0.0001,5,0.09999999999999999,0.0026798006319534865
0.0001,5,0.11,0.002799332816937342
0.0001,5,0.12,0.0029072439290941158
0.0001,5,0.13,0.003000308575486209
0.0001,5,0.14,0.0030831971831747776
0.0001,6,0.01,0.00850477948069988
0.0001,6,0.02,0.007696804611639821
0.0001,6,0.03,0.00691615213415001
0.0001,6,0.04,0.0062614851488027685
0.0001,6,0.05,0.0059300777116899515
0.0001,6,0.060000000000000005,0.005679403129840775
0.0001,6,0.06999999999999999,0.005489194752873419
0.0001,6,0.08,0.005383359781297245
0.0001,6,0.09,0.005246466359163123
0.0001,6,0.09999999999999999,0.005238541802985247
0.0001,6,0.11,0.00527891495190793
0.0001,6,0.12,0.00537667916409697
0.0001,6,0.13,0.0054645909820456124
0.0001,6,0.14,0.0055594700385836115
0.0001,7,0.01,-0.0047655784243131405
0.0001,7,0.02,-0.004701142550075673
0.0001,7,0.03,-0.004635661873876181
0.0001,7,0.04,-0.00464856675596574
0.0001,7,0.05,-0.004801634785080475
0.0001,7,0.060000000000000005,-0.004919886088528114
0.0001,7,0.06999999999999999,-0.005092215793253335
0.0001,7,0.08,-0.005316841398077925
0.0001,7,0.09,-0.005510571748662791
0.0001,7,0.09999999999999999,-0.005627714004342753
0.0001,7,0.11,-0.005743800322432796
0.0001,7,0.12,-0.005851603230561097
0.0001,7,0.13,-0.005914750380130526
0.0001,7,0.14,-0.005963152626190365
0.0001,8,0.01,0.00028336625828110566
0.0001,8,0.02,0.0002822530123338298
0.0001,8,0.03,0.00029637526668655184
0.0001,8,0.04,0.0003068227864405878
0.0001,8,0.05,0.0002655366992922924
0.0001,8,0.060000000000000005,0.0003887209374577251
0.0001,8,0.06999999999999999,0.000711967363734421
0.0001,8,0.08,0.0008881429560452364
0.0001,8,0.09,0.0010198379323171074
0.0001,8,0.09999999999999999,0.0011553303772792237
0.0001,8,0.11,0.0012964617941855685
0.0001,8,0.12,0.0013654053419850818
0.0001,8,0.13,0.0014108296109749245
0.0001,8,0.14,0.0014509275424006009
0.0001,9,0.01,-0.0002741724388925586
0.0001,9,0.02,-0.00042436233788581076
0.0001,9,0.03,-0.0005569848556234069
0.0001,9,0.04,-0.0006713585312980252
0.0001,9,0.05,-0.000777647675661058
0.0001,9,0.060000000000000005,-0.0009639560463821487
0.0001,9,0.06999999999999999,-0.0012557084008948166
0.0001,9,0.08,-0.0014150826814511319
0.0001,9,0.09,-0.0015448664258802514
0.0001,9,0.09999999999999999,-0.0017337300191925327
0.0001,9,0.11,-0.001943331268299308
0.0001,9,0.12,-0.0020359354918668827
0.0001,9,0.13,-0.00209407673815513
0.0001,9,0.14,-0.002156456089234996
0.0001,10,0.01,0.0009984919192081942
0.0001,10,0.02,0.0012082007046530178
0.0001,10,0.03,0.0014840917584256832
0.0001,10,0.04,0.0017965638514182022
0.0001,10,0.05,0.0019912171838604095
0.0001,10,0.060000000000000005,0.002135306353235487
0.0001,10,0.06999999999999999,0.0022247693885628027
0.0001,10,0.08,0.0022679339826453386
0.0001,10,0.09,0.0023521427276091468
0.0001,10,0.09999999999999999,0.002457638937039156
0.0001,10,0.11,0.0026367148428757593
0.0001,10,0.12,0.0028228844839499503
0.0001,10,0.13,0.0030138208619010527
0.0001,10,0.14,0.003229731183769855
0.0001,11,0.01,0.0009979424292351968
0.0001,11,0.02,0.0012082007046530178
0.0001,11,0.03,0.0014840917584256832
0.0001,11,0.04,0.0017965638514182022
0.0001,11,0.05,0.0019913179477216167
0.0001,11,0.060000000000000005,0.002135306353235487
0.0001,11,0.06999999999999999,0.0022247693885628027
0.0001,11,0.08,0.0022679339826453386
0.0001,11,0.09,0.0023521427276091468
0.0001,11,0.09999999999999999,0.002457638937039156
0.0001,11,0.11,0.0026367148428757593
0.0001,11,0.12,0.0028228844839499503
0.0001,11,0.13,0.0030138208619010527
0.0001,11,0.14,0.003229731183769855
0.0001,12,0.01,0.0009984919192081942
0.0001,12,0.02,0.0012082007046530178
0.0001,12,0.03,0.0014840917584256832
0.0001,12,0.04,0.0017965638514182022
0.0001,12,0.05,0.0019912171838604095
0.0001,12,0.060000000000000005,0.002135306353235487
0.0001,12,0.06999999999999999,0.0022247693885628027
0.0001,12,0.08,0.0022679339826453386
0.0001,12,0.09,0.0023521427276091468
0.0001,12,0.09999999999999999,0.002457638937039156
0.0001,12,0.11,0.0026367148428757593
0.0001,12,0.12,0.0028228844839499503
0.0001,12,0.13,0.0030138208619010527
0.0001,12,0.14,0.003229731183769855
0.0001,13,0.01,-0.002703058203628916
0.0001,13,0.02,-0.0028129201487053584
0.0001,13,0.03,-0.002954886064455393
0.0001,13,0.04,-0.003040010976829161
0.0001,13,0.05,-0.0031429284523842686
0.0001,13,0.060000000000000005,-0.0033111366192603844
0.0001,13,0.06999999999999999,-0.0034819095603214074
0.0001,13,0.08,-0.0036383570529079485
0.0001,13,0.09,-0.0038437020011103137
0.0001,13,0.09999999999999999,-0.004026264255242273
0.0001,13,0.11,-0.004203026996759531
0.0001,13,0.12,-0.004375103056686975
0.0001,13,0.13,-0.004541410681921622
0.0001,13,0.14,-0.004694450135627557
0.0001,14,0.01,0.0029790439384150004
0.0001,14,0.02,0.0027075441290579823
0.0001,14,0.03,0.002448142735558888
0.0001,14,0.04,0.0022061811044316276
0.0001,14,0.05,0.0021231851865934613
0.0001,14,0.060000000000000005,0.0019945792597392533
0.0001,14,0.06999999999999999,0.0018269310463376234
0.0001,14,0.08,0.0016695680017481207
0.0001,14,0.09,0.0015310966078048928
0.0001,14,0.09999999999999999,0.001410678464801985
0.0001,14,0.11,0.0012787811417503746
0.0001,14,0.12,0.001142896127427791
0.0001,14,0.13,0.0010191656013655247
0.0001,14,0.14,0.0009036612959925501
0.0001,15,0.01,-0.0019390927158255003
0.0001,15,0.02,-0.0022060307819348683
0.0001,15,0.03,-0.002263006227472308
0.0001,15,0.04,-0.002380785344581287
0.0001,15,0.05,-0.002654761964358675
0.0001,15,0.060000000000000005,-0.0029481391866746694
0.0001,15,0.06999999999999999,-0.003262784657375238
0.0001,15,0.08,-0.0035382400849667695
0.0001,15,0.09,-0.0037527817901271366
0.0001,15,0.09999999999999999,-0.003950741232765863
0.0001,15,0.11,-0.004093950408920554
0.0001,15,0.12,-0.004169466000781908
0.0001,15,0.13,-0.004234991525132009
0.0001,15,0.14,-0.004308863694855718
0.0001,16,0.01,0.002364153921018179
0.0001,16,0.02,0.0023042430001223376
0.0001,16,0.03,0.0021742482478486003
0.0001,16,0.04,0.002077222180788628
0.0001,16,0.05,0.0020159796312062945
0.0001,16,0.060000000000000005,0.0019025350515856107
0.0001,16,0.06999999999999999,0.0017255905170479252
0.0001,16,0.08,0.0015606217558572703
0.0001,16,0.09,0.0013718772205385654
0.0001,16,0.09999999999999999,0.0011768454196867113
0.0001,16,0.11,0.0009997052162186463
0.0001,16,0.12,0.0008558989572136353
0.0001,16,0.13,0.0007219136213689043
0.0001,16,0.14,0.0005887849901529715
0.0001,17,0.01,-0.008397608874004365
0.0001,17,0.02,-0.009030619811830502
0.0001,17,0.03,-0.009315426447015208
0.0001,17,0.04,-0.009338208226688415
0.0001,17,0.05,-0.009363023413324545
0.0001,17,0.060000000000000005,-0.00939702878049864
0.0001,17,0.06999999999999999,-0.009508661743073596
0.0001,17,0.08,-0.009621339483589241
0.0001,17,0.09,-0.009722454156272764
0.0001,17,0.09999999999999999,-0.009737604089942769
0.0001,17,0.11,-0.00975360257538366
0.0001,17,0.12,-0.00975894344757657
0.0001,17,0.13,-0.009745228015749546
0.0001,17,0.14,-0.009729964375912168
0.0001,18,0.01,-0.008397608874004365
0.0001,18,0.02,-0.009030619811830502
0.0001,18,0.03,-0.009315426447015208
0.0001,18,0.04,-0.009338208226688415
0.0001,18,0.05,-0.009363023413324545
0.0001,18,0.060000000000000005,-0.009397969833811828
0.0001,18,0.06999999999999999,-0.009508661743073596
0.0001,18,0.08,-0.009621339483589241
0.0001,18,0.09,-0.009722454156272764
0.0001,18,0.09999999999999999,-0.009737604089942769
0.0001,18,0.11,-0.00975360257538366
0.0001,18,0.12,-0.00975894344757657
0.0001,18,0.13,-0.009745228015749546
0.0001,18,0.14,-0.009729964375912168
0.0001,19,0.01,-0.008397608874004365
0.0001,19,0.02,-0.009030619811830502
0.0001,19,0.03,-0.009315426447015208
0.0001,19,0.04,-0.009338208226688415
0.0001,19,0.05,-0.009363023413324545
0.0001,19,0.060000000000000005,-0.009397969833811828
0.0001,19,0.06999999999999999,-0.009508661743073596
0.0001,19,0.08,-0.009621339483589241
0.0001,19,0.09,-0.009722454156272764
0.0001,19,0.09999999999999999,-0.009737604089942769
0.0001,19,0.11,-0.00975360257538366
0.0001,19,0.12,-0.00975894344757657
0.0001,19,0.13,-0.009745228015749546
0.0001,19,0.14,-0.009729964375912168
0.0001,20,0.01,0.006129021610419422
0.0001,20,0.02,0.006362657279294364
0.0001,20,0.03,0.00659925707828843
0.0001,20,0.04,0.006836464812766469
0.0001,20,0.05,0.0068698800297388694
0.0001,20,0.060000000000000005,0.006846009348032983
0.0001,20,0.06999999999999999,0.006801158691902822
0.0001,20,0.08,0.006802296320562709
0.0001,20,0.09,0.006960722415841201
0.0001,20,0.09999999999999999,0.007085232113981236
0.0001,20,0.11,0.007233476894430204
0.0001,20,0.12,0.00738009006173272
0.0001,20,0.13,0.007494911660870702
0.0001,20,0.14,0.007580145327109478
0.0001,21,0.01,0.002868741767964102
0.0001,21,0.02,0.002768027025106077
0.0001,21,0.03,0.0026941324205414187
0.0001,21,0.04,0.0027090580722121654
0.0001,21,0.05,0.0026809596278493356
0.0001,21,0.060000000000000005,0.0026649229230229594
0.0001,21,0.06999999999999999,0.0026600402025041816
0.0001,21,0.08,0.0027258007738911938
0.0001,21,0.09,0.002862023111139403
0.0001,21,0.09999999999999999,0.0029640244640453573
0.0001,21,0.11,0.00304073910932142
0.0001,21,0.12,0.0031165868477602337
0.0001,21,0.13,0.0031953654165522913
0.0001,21,0.14,0.00329287477426207
0.0001,22,0.01,0.0026980758856096267
0.0001,22,0.02,0.002384942687263261
0.0001,22,0.03,0.0022390822390321325
0.0001,22,0.04,0.002181692253083483
0.0001,22,0.05,0.002110013431038141
0.0001,22,0.060000000000000005,0.0019953935978013673
0.0001,22,0.06999999999999999,0.0018223321960403223
0.0001,22,0.08,0.0016386370027487987
0.0001,22,0.09,0.001466744032226307
0.0001,22,0.09999999999999999,0.001303266792766223
0.0001,22,0.11,0.0011599335669779409
0.0001,22,0.12,0.0010201622513975371
0.0001,22,0.13,0.000880984479975975
0.0001,22,0.14,0.0007353064141320004
0.0001,23,0.01,0.005858759929500236
0.0001,23,0.02,0.005967494809789486
0.0001,23,0.03,0.006086487615735692
0.0001,23,0.04,0.006214910039238571
0.0001,23,0.05,0.0065829061617458115
0.0001,23,0.060000000000000005,0.006949557902594172
0.0001,23,0.06999999999999999,0.0072555203695047294
0.0001,23,0.08,0.007427439552716233
0.0001,23,0.09,0.007476928850114324
0.0001,23,0.09999999999999999,0.007491666533817027
0.0001,23,0.11,0.0075153712686329924
0.0001,23,0.12,0.007600325043232602
0.0001,23,0.13,0.007686208674346315
0.0001,23,0.14,0.007758060491677302
0.0001,24,0.01,0.004145223568427499
0.0001,24,0.02,0.0038518970621968084
0.0001,24,0.03,0.0035823235443089778
0.0001,24,0.04,0.003453328055729947
0.0001,24,0.05,0.003388929140375904
0.0001,24,0.060000000000000005,0.003312924942397948
0.0001,24,0.06999999999999999,0.00324152869342959
0.0001,24,0.08,0.0031788400852877877
0.0001,24,0.09,0.003205276115259389
0.0001,24,0.09999999999999999,0.003130764233631903
0.0001,24,0.11,0.0030719999016264894
0.0001,24,0.12,0.0029432027228379356
0.0001,24,0.13,0.0027917889992568052
0.0001,24,0.14,0.002592043159568907
0.0001,25,0.01,0.004145223568427499
0.0001,25,0.02,0.0038518970621968084
0.0001,25,0.03,0.0035823235443089778
0.0001,25,0.04,0.003453328055729947
0.0001,25,0.05,0.003388929140375904
0.0001,25,0.060000000000000005,0.003312924942397948
0.0001,25,0.06999999999999999,0.00324152869342959
0.0001,25,0.08,0.0031788400852877877
0.0001,25,0.09,0.003205276115259389
0.0001,25,0.09999999999999999,0.003130764233631903
0.0001,25,0.11,0.0030719999016264894
0.0001,25,0.12,0.0029432027228379356
0.0001,25,0.13,0.0027917889992568052
0.0001,25,0.14,0.002592043159568907
0.0001,26,0.01,0.004145223568427499
0.0001,26,0.02,0.0038518970621968084
0.0001,26,0.03,0.0035823235443089778
0.0001,26,0.04,0.003453328055729947
0.0001,26,0.05,0.003388929140375904
0.0001,26,0.060000000000000005,0.003312924942397948
0.0001,26,0.06999999999999999,0.00324152869342959
0.0001,26,0.08,0.0031788400852877877
0.0001,26,0.09,0.003205276115259389
0.0001,26,0.09999999999999999,0.003130764233631903
0.0001,26,0.11,0.0030719999016264894
0.0001,26,0.12,0.0029432027228379356
0.0001,26,0.13,0.0027917889992568052
0.0001,26,0.14,0.002592043159568907
0.0001,27,0.01,-0.0002270955701861462
0.0001,27,0.02,0.00011136193087402774
0.0001,27,0.03,0.00042939729818081075
0.0001,27,0.04,0.0006649883170594907
0.0001,27,0.05,0.0006381312589114842
0.0001,27,0.060000000000000005,0.0005865997051068166
0.0001,27,0.06999999999999999,0.0006005110898687237
0.0001,27,0.08,0.0005217438049287236
0.0001,27,0.09,0.0004067301823231131
0.0001,27,0.09999999999999999,0.00028945386652938195
0.0001,27,0.11,0.0001585289273512609
0.0001,27,0.12,2.9941955997312038e-05
0.0001,27,0.13,-8.330188497071307e-05
0.0001,27,0.14,-0.0001402079011550625
0.0001,28,0.01,0.0009255731207973834
0.0001,28,0.02,0.0010578926876728346
0.0001,28,0.03,0.0011852447054833686
0.0001,28,0.04,0.001313586211991517
0.0001,28,0.05,0.0012643451828168958
0.0001,28,0.060000000000000005,0.001067146111672009
0.0001,28,0.06999999999999999,0.0008522657496074415
0.0001,28,0.08,0.0007772611884076146
0.0001,28,0.09,0.0006441294393003871
0.0001,28,0.09999999999999999,0.0005816468414053926
0.0001,28,0.11,0.0005804993334320861
0.0001,28,0.12,0.000571534657331403
0.0001,28,0.13,0.0005744551140210998
0.0001,28,0.14,0.0005784557781938516
0.0001,29,0.01,-0.0013422999854716617
0.0001,29,0.02,-0.0012743218156270996
0.0001,29,0.03,-0.0012147350918593376
0.0001,29,0.04,-0.001207208879952589
0.0001,29,0.05,-0.0012212476670020915
0.0001,29,0.060000000000000005,-0.0014464690555283048
0.0001,29,0.06999999999999999,-0.0016436886395339444
0.0001,29,0.08,-0.0017777547561115678
0.0001,29,0.09,-0.0018229900690020793
0.0001,29,0.09999999999999999,-0.0018935463254888952
0.0001,29,0.11,-0.001996874144322613
0.0001,29,0.12,-0.0021114803434956722
0.0001,29,0.13,-0.0022148511860221928
0.0001,29,0.14,-0.0023225554632398996
0.0001,30,0.01,-0.0018259077618424414
0.0001,30,0.02,-0.0022657954847462884
0.0001,30,0.03,-0.0027006928416095496
0.0001,30,0.04,-0.0031216167096502893
0.0001,30,0.05,-0.0034977668524220117
0.0001,30,0.060000000000000005,-0.0039686719316031896
0.0001,30,0.06999999999999999,-0.004412721910297597
0.0001,30,0.08,-0.004878936280421679
0.0001,30,0.09,-0.005336541814534506
0.0001,30,0.09999999999999999,-0.00563695836765586
0.0001,30,0.11,-0.005949480743178134
0.0001,30,0.12,-0.006205019554285116
0.0001,30,0.13,-0.006417620501747659
0.0001,30,0.14,-0.006521141561142078
0.0001,31,0.01,0.008218714918489304
0.0001,31,0.02,0.00823348661322209
0.0001,31,0.03,0.008277611402091817
0.0001,31,0.04,0.008353561812534424
0.0001,31,0.05,0.00825953097374833
0.0001,31,0.060000000000000005,0.008152943260641012
0.0001,31,0.06999999999999999,0.008116113566775062
0.0001,31,0.08,0.00814975822688653
0.0001,31,0.09,0.008209185445908982
0.0001,31,0.09999999999999999,0.008285185962537352
0.0001,31,0.11,0.008308552923814666
0.0001,31,0.12,0.008277176586171987
0.0001,31,0.13,0.0082263149124236
0.0001,31,0.14,0.008147506254497687
0.0001,32,0.01,0.008218714918489304
0.0001,32,0.02,0.00823348661322209
0.0001,32,0.03,0.008277611402091817
0.0001,32,0.04,0.008353561812534424
0.0001,32,0.05,0.00825953097374833
0.0001,32,0.060000000000000005,0.008152943260641012
0.0001,32,0.06999999999999999,0.008116113566775062
0.0001,32,0.08,0.00814975822688653
0.0001,32,0.09,0.008209185445908982
0.0001,32,0.09999999999999999,0.008285185962537352
0.0001,32,0.11,0.008308552923814666
0.0001,32,0.12,0.008277176586171987
0.0001,32,0.13,0.0082263149124236
0.0001,32,0.14,0.008147506254497687
0.0001,33,0.01,0.008218714918489304
0.0001,33,0.02,0.00823348661322209
0.0001,33,0.03,0.008277611402091817
0.0001,33,0.04,0.008353561812534424
0.0001,33,0.05,0.00825953097374833
0.0001,33,0.060000000000000005,0.008152943260641012
0.0001,33,0.06999999999999999,0.008116113566775062
0.0001,33,0.08,0.00814975822688653
0.0001,33,0.09,0.008209185445908982
0.0001,33,0.09999999999999999,0.008285185962537352
0.0001,33,0.11,0.008308552923814666
0.0001,33,0.12,0.008277176586171987
0.0001,33,0.13,0.0082263149124236
0.0001,33,0.14,0.008147506254497687
0.0001,34,0.01,-0.0002908914159788415
0.0001,34,0.02,-0.0004671715922960518
0.0001,34,0.03,-0.00059129592593906
0.0001,34,0.04,-0.0006768239983881313
0.0001,34,0.05,-0.0007387651695882043
0.0001,34,0.060000000000000005,-0.0006774429575354861
0.0001,34,0.06999999999999999,-0.0006129687076490987
0.0001,34,0.08,-0.0005527649974319134
0.0001,34,0.09,-0.0004892956524834177
0.0001,34,0.09999999999999999,-0.0003733425333944653
0.0001,34,0.11,-0.00029917605838877993
0.0001,34,0.12,-0.00027015618212323394
0.0001,34,0.13,-0.0002353665669576315
0.0001,34,0.14,-0.00020934190498999206
0.0001,35,0.01,-0.0057645342016440495
0.0001,35,0.02,-0.005898347869121685
0.0001,35,0.03,-0.006044506568290685
0.0001,35,0.04,-0.006107221550442631
0.0001,35,0.05,-0.006179109275792634
0.0001,35,0.060000000000000005,-0.00627390251778464
0.0001,35,0.06999999999999999,-0.006447031424853248
0.0001,35,0.08,-0.006674674010801062
0.0001,35,0.09,-0.006911131631063948
